,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
27,0.91792954,0.927430882,0.936772166,0.946447236,0.956503001,0.96695763,0.977820443,0.989096974,1.000790831,1.012904519,1.025439862,1.038398238,1.051780715,1.065588145,1.079821217,1.094480501,1.109566471,1.125079529,1.141020018,1.157388235,1.174184438
28,0.795600721,0.803856498,0.811836574,0.82007845,0.828633183,0.837520549,0.846750691,0.856329633,0.866261301,0.876548422,0.887192982,0.89819648,0.909560078,0.921284705,0.93337111,0.945819912,0.958631628,0.971806696,0.98534549,0.999248332,1.013515502
29,0.675080953,0.682110847,0.688742906,0.695564229,0.702630584,0.709963573,0.717574272,0.725469265,0.733652837,0.742127969,0.750896828,0.759961052,0.769321912,0.778980419,0.788937395,0.799193515,0.809749343,0.820605357,0.831761966,0.843219522,0.854978332
30,0.571018651,0.576992701,0.582446247,0.588023025,0.593784183,0.599753407,0.605942844,0.61235971,0.619008705,0.625893097,0.633015262,0.640376996,0.647979693,0.655824463,0.663912204,0.672243657,0.680819443,0.689640084,0.698706028,0.708017662,0.717575323
31,0.487351503,0.49248037,0.496965802,0.501516577,0.506200021,0.511042211,0.516056523,0.5212509,0.52663052,0.532198979,0.537958894,0.543912242,0.550060558,0.556405063,0.562946748,0.569686428,0.576624785,0.583762396,0.591099754,0.598637285,0.606375358
32,0.422811524,0.427293202,0.431005505,0.434732354,0.438548213,0.442481925,0.446548281,0.45075607,0.455111017,0.459617098,0.464277209,0.469093537,0.474067779,0.479201285,0.484495151,0.48995028,0.495567425,0.501347224,0.507290223,0.513396892,0.519667641
33,0.374490998,0.378494085,0.381594741,0.384664266,0.387785425,0.390990274,0.394295256,0.397710137,0.40124128,0.404893107,0.408668834,0.412570892,0.416601168,0.420761163,0.425052095,0.429474966,0.434030614,0.43871975,0.443542977,0.448500821,0.453593735
34,0.33947119,0.343134889,0.345751158,0.348293622,0.350854765,0.353470407,0.356158923,0.358931224,0.361794423,0.364753458,0.367811927,0.370972542,0.374237415,0.377608222,0.381086323,0.384672839,0.388368706,0.392174718,0.396091551,0.400119789,0.404259942
35,0.315384615,0.31882453,0.321054585,0.323169137,0.325272136,0.327403846,0.329584918,0.331827618,0.33413994,0.336527435,0.338994145,0.341543122,0.344176736,0.346896873,0.349705062,0.352602562,0.355590426,0.358669544,0.361840679,0.365104487,0.368461538
36,0.300525812,0.303840923,0.305759911,0.307520733,0.309240979,0.310966199,0.312719752,0.314515515,0.31636253,0.318267076,0.320233726,0.322265933,0.324366377,0.326537193,0.328780108,0.331096549,0.333487706,0.335954586,0.338498051,0.341118843,0.34381761
37,0.293813353,0.29709268,0.29875801,0.300219593,0.301611387,0.302985278,0.304367878,0.305774995,0.307216929,0.308700834,0.310231918,0.311814116,0.31345048,0.315143442,0.316894971,0.31870669,0.320579956,0.322515916,0.324515553,0.326579712,0.32870913
38,0.294728976,0.298057696,0.299513188,0.30071432,0.301814866,0.302874388,0.303923434,0.304980151,0.306056362,0.30716028,0.308297884,0.309473689,0.310691201,0.311953209,0.313261975,0.314619363,0.316026929,0.317485991,0.318997675,0.320562954,0.322182671
39,0.303280105,0.306745413,0.308024374,0.308990882,0.309822935,0.31058948,0.311325877,0.31205313,0.312784926,0.313530772,0.314297588,0.3150906,0.315913867,0.316770619,0.317663471,0.318594583,0.319565755,0.320578513,0.321634162,0.322733825,0.323878481
40,0.32,0.323697136,0.324824555,0.325570967,0.326144272,0.326625,0.327054451,0.32745716,0.327849111,0.328241408,0.328642136,0.329057397,0.329491933,0.329949515,0.330433201,0.330945508,0.331488544,0.332064089,0.332673666,0.333318589,0.334
41,0.345985529,0.350024391,0.351018448,0.351548725,0.351860388,0.352048403,0.352161471,0.352228525,0.352268414,0.352294234,0.352315517,0.35233946,0.352371656,0.352416549,0.352477746,0.352558218,0.352660447,0.352786535,0.352938276,0.35311722,0.353324715
42,0.382958363,0.387470963,0.388343995,0.388651488,0.388685438,0.388558948,0.388330025,0.388033125,0.387690701,0.387318348,0.386927419,0.386526487,0.386122211,0.385719887,0.385323808,0.384937513,0.384563961,0.384205651,0.383864724,0.383543024,0.383242156
43,0.433303297,0.438451765,0.439210853,0.439277703,0.439003502,0.438524278,0.437909794,0.437201493,0.436426379,0.435603207,0.434745632,0.433863965,0.432966214,0.432058749,0.431146734,0.430234425,0.429325378,0.428422604,0.427528672,0.426645804,0.425775929
44,0.499957875,0.505941137,0.506588511,0.506385055,0.505756798,0.504868758,0.503805566,0.502617499,0.501337312,0.499987759,0.498585406,0.497142759,0.495669535,0.49417346,0.492660799,0.491136715,0.489605523,0.488070873,0.486535885,0.485003251,0.483475314
45,0.585850556,0.592904108,0.593437779,0.592923343,0.591880553,0.590510731,0.588917129,0.587161083,0.585282554,0.583309303,0.581261539,0.579154522,0.577000104,0.574807712,0.572584989,0.570338234,0.568072711,0.565792873,0.563502527,0.561204957,0.558903021
46,0.692272527,0.700648103,0.701063562,0.700191797,0.698666654,0.696733648,0.694518696,0.692096596,0.689516084,0.686811012,0.684006029,0.68111974,0.678166601,0.675158109,0.672103584,0.669010707,0.665885899,0.66273459,0.659561422,0.656370401,0.653165009
47,0.81531238,0.825213577,0.82550802,0.824242434,0.822181162,0.819620267,0.816711589,0.813545326,0.810180249,0.806657179,0.803005838,0.799248663,0.795403087,0.791482973,0.787499559,0.78346211,0.779378367,0.775254877,0.77109724,0.766910284,0.762698212
48,0.940351818,0.951801687,0.951982236,0.950327556,0.947733775,0.944548,0.94094825,0.937040276,0.932892979,0.928554221,0.924058847,0.919433163,0.914697608,0.909868434,0.904958818,0.899979621,0.894939919,0.889847389,0.884708595,0.879529199,0.874314127
49,1.038799137,1.051467413,1.051561695,1.049604622,1.046595723,1.042922155,1.038782477,1.034294642,1.029535504,1.024558444,1.019402329,1.014096501,1.008663756,1.003122222,0.997486596,0.991768993,0.985979536,0.980126787,0.974218068,0.968259694,0.96225716
50,1.076923077,1.090062603,1.090122777,1.088047141,1.084875206,1.081009615,1.076656871,1.071939644,1.066937861,1.061707039,1.056287601,1.050710062,1.044998128,1.039170654,1.033242926,1.02722754,1.021135027,1.014974291,1.008752945,1.002477559,0.996153846
51,1.038799137,1.051465929,1.051555761,1.049591271,1.046571987,1.042885067,1.038729071,1.034221951,1.02944056,1.02443828,1.019253979,1.013916998,1.008450132,1.00287151,0.99719583,0.991435206,0.98559976,0.979698056,0.973737414,0.967724151,0.96166376
52,0.940351818,0.951798694,0.951970267,0.950300624,0.947685896,0.944473189,0.940840522,0.936893645,0.932701462,0.928311831,0.9237596,0.919071075,0.914266693,0.909362707,0.904372295,0.899306316,0.894173848,0.888982567,0.883739037,0.87844892,0.873117142
53,0.81531238,0.825209023,0.825489807,0.824201453,0.822108308,0.819506433,0.816547667,0.81332221,0.809888832,0.806288354,0.802550499,0.798697703,0.794747399,0.79071345,0.786607095,0.782437597,0.778212698,0.773938947,0.769621941,0.76526651,0.760876855
54,0.692272527,0.700641908,0.701038782,0.700136042,0.698567535,0.696578775,0.694295679,0.691793044,0.689119608,0.686309223,0.683386536,0.680370153,0.677274531,0.674111166,0.670889378,0.667616849,0.664299998,0.660944256,0.657554266,0.654134032,0.650687039
55,0.585850556,0.592896159,0.593405983,0.592851801,0.591753367,0.590312003,0.588630961,0.586771575,0.58477381,0.582665423,0.580466627,0.578192678,0.57585543,0.573464309,0.57102696,0.56854968,0.566037735,0.563495576,0.560927011,0.558335323,0.55572337
56,0.499957875,0.505931284,0.506549099,0.506296378,0.50559915,0.504622434,0.50345086,0.502134704,0.500706722,0.499189669,0.497600109,0.49595055,0.494250708,0.492508309,0.490729617,0.488919797,0.487083164,0.485223366,0.483343524,0.48144633,0.479534127
57,0.433303297,0.438439815,0.439163052,0.439170151,0.438812298,0.438225521,0.437479585,0.436615931,0.435661563,0.434635236,0.433550607,0.432417984,0.431245378,0.430039156,0.428804484,0.427545617,0.426266113,0.42496898,0.42365679,0.422331762,0.420995827
58,0.382958363,0.387456669,0.388286819,0.388522841,0.388456733,0.388201597,0.387815439,0.387332717,0.386775883,0.38616053,0.385498015,0.384796908,0.384063869,0.383304193,0.382522175,0.381721353,0.380904685,0.380074672,0.379233453,0.378382873,0.377524537
59,0.345985529,0.350007441,0.350950648,0.351396176,0.351589191,0.351624656,0.351551276,0.351397981,0.351183623,0.350921295,0.35062053,0.350288527,0.349930875,0.349552022,0.349155572,0.348744497,0.348321281,0.347888023,0.347446519,0.346998318,0.346544768
60,0.32,0.323677136,0.324744555,0.325390967,0.325824272,0.326125,0.326334451,0.32647716,0.326569111,0.326621408,0.326642136,0.326637397,0.326611933,0.326569515,0.326513201,0.326445508,0.326368544,0.326284089,0.326193666,0.326098589,0.326
61,0.303280105,0.306721864,0.307930177,0.308778938,0.309446147,0.310000748,0.310478103,0.310899216,0.311277773,0.31162328,0.31194266,0.312241137,0.312522771,0.312790791,0.313047813,0.313295995,0.313537139,0.313772772,0.314004195,0.314232535,0.314458769
62,0.294728976,0.298029963,0.299402256,0.300464723,0.301371138,0.302181063,0.302925046,0.303621234,0.30428145,0.304913907,0.305524585,0.306117996,0.30669765,0.307266333,0.307826308,0.308379439,0.308927282,0.309471155,0.310012185,0.310551343,0.311089474
63,0.293813353,0.297059953,0.2986271,0.299925044,0.301087744,0.302167087,0.303189683,0.30417134,0.305122359,0.306049894,0.306959153,0.30785407,0.308737698,0.309612469,0.310480351,0.311342968,0.312201676,0.313057625,0.313911793,0.314765029,0.315618068
64,0.300525812,0.303802158,0.305604849,0.307171843,0.308620731,0.309997061,0.311324193,0.312616004,0.313881536,0.315127068,0.316357173,0.317575304,0.318784141,0.319985819,0.321182065,0.322374305,0.32356373,0.324751348,0.32593802,0.327124488,0.328311399
65,0.315384615,0.318778376,0.32086997,0.322753753,0.324533674,0.32625,0.327923379,0.32956608,0.331186094,0.332788973,0.33437876,0.335958506,0.337530582,0.339096873,0.340658908,0.342217946,0.343775041,0.345331083,0.346886833,0.348442948,0.35
66,0.33947119,0.34307959,0.345529963,0.347795934,0.349969985,0.352087939,0.354168169,0.356221587,0.358255305,0.360274262,0.362282054,0.364281397,0.366274399,0.368262738,0.370247773,0.372230626,0.374212233,0.376193387,0.378174764,0.38015695,0.382140453
67,0.374490998,0.378427354,0.381327816,0.384063686,0.386717726,0.389321996,0.391892935,0.394440311,0.396970487,0.399487884,0.401995719,0.404496423,0.406991883,0.4094836,0.41197279,0.414460458,0.416947441,0.419434448,0.421922086,0.424410877,0.426901276
68,0.422811524,0.427212077,0.430681007,0.434002235,0.437250223,0.440453816,0.443627805,0.446780977,0.449919059,0.453046026,0.456164775,0.459277491,0.462385873,0.46549127,0.468594779,0.471697302,0.474799592,0.477902288,0.481005935,0.484111003,0.487217902
69,0.487351503,0.492381099,0.496568715,0.500623131,0.504611671,0.508560415,0.512482735,0.516386578,0.520277121,0.524157958,0.528031707,0.531900346,0.535765409,0.539628117,0.543489462,0.547350258,0.551211187,0.555072826,0.558935669,0.562800141,0.566666611
70,0.571018651,0.57687075,0.581958442,0.586925464,0.591832964,0.596704627,0.6015526,0.6063841,0.611203827,0.616015048,0.62082014,0.625620899,0.630418718,0.635214707,0.640009765,0.644804633,0.64959993,0.654396181,0.659193833,0.663993272,0.668794835
71,0.675080953,0.681961327,0.688144827,0.694218551,0.700238267,0.706225577,0.712191559,0.718142793,0.724083568,0.730016863,0.735944845,0.741869153,0.747791056,0.753711569,0.759631509,0.765551553,0.771472267,0.777394127,0.783317542,0.789242865,0.795170401
72,0.795600721,0.803675472,0.811112471,0.818449218,0.825736769,0.832994903,0.84023376,0.847459366,0.854675646,0.861885328,0.869090397,0.876292351,0.883492355,0.890691335,0.897890042,0.905089094,0.912289008,0.919490223,0.926693112,0.933897997,0.94110516
73,0.91792954,0.927218048,0.935920831,0.944531733,0.953097662,0.961636788,0.97015843,0.978668124,0.987169475,0.995664991,1.004156494,1.012645362,1.021132664,1.029619252,1.038105815,1.046592922,1.055081047,1.063570593,1.072061904,1.080555274,1.089050964
74,1.013440828,1.023676011,1.03337148,1.042982457,1.052552184,1.062097409,1.071626723,1.081145227,1.090656247,1.100162093,1.109664445,1.119164573,1.128663463,1.1381619,1.147660519,1.157159844,1.166660313,1.176162297,1.185666113,1.195172033,1.204680295
75,1.048362529,1.058939424,1.069017479,1.079017598,1.088979763,1.098919459,1.10884463,1.118759993,1.128668622,1.138572653,1.14847364,1.158372757,1.168270916,1.178168842,1.188067123,1.197966244,1.207866609,1.217768561,1.227672392,1.237578356,1.247486672
76,1.006721982,1.016875772,1.026567182,1.036186497,1.045770788,1.055334416,1.064884744,1.074426148,1.083961477,1.093492713,1.103021296,1.112548316,1.122074616,1.13160087,1.141127623,1.150655324,1.160184349,1.169715015,1.179247594,1.188782319,1.198319396
77,0.904386329,0.913510754,0.922205457,0.930833287,0.939428709,0.948005076,0.956569233,0.965125248,0.97367577,0.982222642,0.990767202,0.999310463,1.007853211,1.016396071,1.024939549,1.033484064,1.042029965,1.050577546,1.05912706,1.067678726,1.076232732
78,0.77501792,0.782843255,0.790268224,0.797631008,0.80496373,0.812278833,0.819582698,0.826879116,0.834170557,0.841458737,0.848744905,0.856030003,0.863314765,0.870599772,0.877885498,0.885172332,0.892460599,0.899750574,0.907042492,0.914336557,0.921632945
79,0.647124968,0.653666492,0.659834131,0.665943808,0.672025532,0.678090926,0.684145953,0.690194152,0.696237831,0.702278594,0.708317607,0.71435575,0.720393709,0.726432028,0.732471148,0.738511432,0.744553185,0.750596663,0.756642087,0.762689646,0.768739504
80,0.535223748,0.540641837,0.545710009,0.550724034,0.555712008,0.560684814,0.565648032,0.570604977,0.575557811,0.580508033,0.585456735,0.590404743,0.595352698,0.600301109,0.605250388,0.610200877,0.61515286,0.620106578,0.625062237,0.630020013,0.634980062
81,0.443099925,0.447592756,0.451757428,0.455871413,0.459961068,0.464036603,0.468103253,0.472164128,0.476221255,0.480276042,0.484329513,0.488382442,0.492435431,0.496488956,0.500543407,0.504599102,0.508656309,0.512715252,0.516776126,0.520839096,0.524904308
82,0.369305978,0.373057207,0.376500086,0.379895423,0.383267993,0.386627391,0.389978538,0.393324359,0.396666758,0.400007058,0.403346222,0.406684979,0.410023892,0.413363411,0.4167039,0.42004566,0.423388942,0.426733957,0.430080887,0.43342989,0.4367811
83,0.310717335,0.313879331,0.31675106,0.319578116,0.322383825,0.325177225,0.327962949,0.33074375,0.333521422,0.33629721,0.339072023,0.341846545,0.344621307,0.347396734,0.350173167,0.35295089,0.355730139,0.358511113,0.361293985,0.3640789,0.366865988
84,0.264148191,0.266841428,0.269260952,0.271638423,0.273995845,0.276341742,0.278680485,0.28101467,0.28334599,0.28567562,0.288004415,0.290333022,0.292661942,0.294991574,0.297322242,0.299654213,0.30198771,0.304322921,0.306660007,0.308999107,0.311340342
85,0.226896552,0.229214455,0.231273835,0.233293562,0.235294427,0.237284483,0.239267859,0.241247009,0.243223532,0.245198537,0.247172834,0.249147033,0.251121607,0.253096934,0.25507332,0.257051016,0.259030234,0.26101115,0.262993918,0.264978669,0.266965517
86,0.196831719,0.19884638,0.200616488,0.202349147,0.204064032,0.205768763,0.207467247,0.209161807,0.210853954,0.212544739,0.214234928,0.215925097,0.217615696,0.219307082,0.220999543,0.222693318,0.224388607,0.226085577,0.227784373,0.229485119,0.231187924
87,0.172324615,0.174091813,0.175627332,0.177127433,0.178610759,0.180084531,0.181552452,0.183016722,0.184478775,0.185939607,0.187399942,0.188860327,0.190321188,0.191782863,0.193245626,0.194709703,0.196175282,0.197642524,0.199111565,0.200582522,0.202055499
88,0.152143748,0.153706926,0.155050316,0.156360161,0.157654151,0.158939138,0.160218637,0.161494736,0.162768794,0.164041758,0.165314313,0.16658698,0.167860163,0.169134182,0.170409297,0.171685722,0.172963638,0.174243194,0.175524522,0.176807733,0.178092923
89,0.135359424,0.136752709,0.137937213,0.139089901,0.140227584,0.141356773,0.142480805,0.143601666,0.144720648,0.145838649,0.146956322,0.14807416,0.149192547,0.150311788,0.151432131,0.152553778,0.1536769,0.154801641,0.155928124,0.157056456,0.158186729
90,0.121266968,0.122517427,0.12356931,0.124590979,0.125598428,0.126597851,0.127592424,0.128584035,0.129573913,0.130562914,0.131551657,0.132540614,0.133530149,0.134520551,0.135512056,0.136504858,0.137499119,0.138494975,0.139492544,0.140491928,0.141493213
91,0.109328593,0.110457899,0.11139811,0.112309594,0.113207584,0.11409798,0.114983809,0.115866868,0.116748329,0.117629004,0.118509487,0.119390225,0.120271564,0.121153782,0.122037102,0.122921709,0.123807758,0.124695378,0.125584681,0.126475763,0.127368709
92,0.099130447,0.100156125,0.101001528,0.101819586,0.102624824,0.103422869,0.104216607,0.105007752,0.105797421,0.10658639,0.107375224,0.108164348,0.108954095,0.109744728,0.11053646,0.111329467,0.112123898,0.112919875,0.113717506,0.114516882,0.115318083
93,0.090351187,0.091287535,0.092051832,0.092790068,0.093516111,0.094235333,0.094950488,0.095663213,0.096374574,0.097085312,0.097795965,0.098506942,0.099218558,0.099931065,0.100644667,0.101359531,0.102075799,0.102793589,0.103513002,0.104234127,0.10495704
94,0.082739006,0.083597797,0.084292212,0.084961764,0.085619707,0.086271173,0.086918796,0.087564138,0.08820822,0.088851748,0.089495238,0.090139079,0.090783574,0.091428962,0.092075438,0.092723164,0.093372273,0.094022879,0.094675079,0.095328956,0.095984585
95,0.076094793,0.076885799,0.077519604,0.078129666,0.078728662,0.079321503,0.079910706,0.080497768,0.081083663,0.081669068,0.082254477,0.082840262,0.083426711,0.084014054,0.084602479,0.085192137,0.085783159,0.086375653,0.086969711,0.087565413,0.08816283
96,0.070259715,0.070991111,0.071572025,0.072130243,0.072677902,0.073219704,0.073758061,0.074294405,0.074829669,0.075364501,0.075899374,0.076434644,0.076970587,0.077507424,0.078045333,0.078584462,0.079124932,0.079666849,0.080210302,0.080755366,0.081302108
97,0.065105989,0.065784666,0.066319161,0.066831939,0.067334633,0.06783175,0.068325599,0.068817554,0.069308509,0.069799085,0.070289735,0.070780801,0.071272547,0.071765184,0.072258884,0.072753788,0.073250013,0.073747658,0.074246811,0.074747542,0.075249918
98,0.060529981,0.061161788,0.061655327,0.062128067,0.062591169,0.063048952,0.063503635,0.063956534,0.064408506,0.064860148,0.065311894,0.06576407,0.066216933,0.066670684,0.067125486,0.067581476,0.068038767,0.068497453,0.068957617,0.069419329,0.069882651
99,0.056446995,0.057036928,0.057494152,0.05793144,0.058359506,0.058782497,0.059202542,0.059620906,0.060038411,0.06045563,0.06087298,0.061290774,0.061709258,0.062128625,0.062549033,0.062970612,0.063393471,0.0638177,0.064243379,0.064670576,0.065099348
100,0.052787307,0.05333966,0.053764535,0.054170287,0.054567205,0.054959278,0.05534855,0.055736234,0.056123124,0.056509767,0.056896565,0.05728382,0.057671766,0.05806059,0.058450444,0.058841451,0.059233717,0.059627329,0.060022364,0.060418885,0.06081695
